Class Name,Department,Catalog Number,Section Type,Section Number,Class Number,Open Seats,Total Seats,Percent,Timestamp
Gothic Cathedrals,ARTHIST,225,Laboratory,01L,3349,2,20,90.0,6/27/2021 5:16:43 PM
Science Fiction Film,ARTHIST,238,Lecture,01,5680,0,30,100.0,6/27/2021 5:16:45 PM
Art in Renaissance Italy,ARTHIST,255,Lecture,01,3350,2,18,88.88888888888889,6/27/2021 5:16:47 PM
Independent Study,ARTHIST,291,IND,01,3351,3,3,0.0,6/27/2021 5:16:50 PM
Independent Study,ARTHIST,291,IND,02,3352,3,3,0.0,6/27/2021 5:16:52 PM
Independent Study,ARTHIST,291,IND,03,3353,3,3,0.0,6/27/2021 5:16:55 PM
Museum Practicum I,ARTHIST,310,FLD,01,3354,2,10,80.0,6/27/2021 5:16:57 PM
Museum Practicum II,ARTHIST,311,FLD,01,3355,4,10,60.0,6/27/2021 5:16:59 PM
Pilgrimage and Tourism,ARTHIST,336,Lecture,01,3356,6,20,70.0,6/27/2021 5:17:02 PM
"Visualizing Cities: Representing Urban Landscapes, Cultures, and Environments",ARTHIST,382,Lecture,01,11149,9,25,64.0,6/27/2021 5:17:04 PM
Art of the United States,ARTHIST,384,Lecture,01,3357,13,25,48.0,6/27/2021 5:17:06 PM
Independent Study,ARTHIST,391,IND,01,3358,3,3,0.0,6/27/2021 5:17:09 PM
Independent Study,ARTHIST,391,IND,02,3359,3,3,0.0,6/27/2021 5:17:11 PM
Independent Study,ARTHIST,391,IND,03,3360,3,3,0.0,6/27/2021 5:17:13 PM
From the Art of the Pleasure Quarters to Tokyo Pop,ARTHIST,432S,SEM,01,3361,6,18,66.66666666666666,6/27/2021 5:17:16 PM
Special Topics,ARTHIST,490S,SEM,01,3362,7,18,61.111111111111114,6/27/2021 5:17:18 PM
Independent Study,ARTHIST,491,IND,01,3363,3,3,0.0,6/27/2021 5:17:20 PM
Independent Study,ARTHIST,491,IND,02,3364,2,3,33.33333333333333,6/27/2021 5:17:23 PM
Independent Study,ARTHIST,491,IND,03,3365,3,3,0.0,6/27/2021 5:17:25 PM
Independent Study,ARTHIST,492,IND,01,3366,3,3,0.0,6/27/2021 5:17:27 PM
Independent Study,ARTHIST,492,IND,02,3367,3,3,0.0,6/27/2021 5:17:30 PM
Independent Study,ARTHIST,492,IND,03,3368,3,3,0.0,6/27/2021 5:17:32 PM
Research Independent Study,ARTHIST,493,IND,01,3369,2,3,33.33333333333333,6/27/2021 5:17:34 PM
Research Independent Study,ARTHIST,493,IND,02,3370,2,3,33.33333333333333,6/27/2021 5:17:37 PM
Research Independent Study,ARTHIST,493,IND,03,3371,3,3,0.0,6/27/2021 5:17:39 PM
Research Independent Study,ARTHIST,494,IND,01,3372,3,3,0.0,6/27/2021 5:17:41 PM
Research Independent Study,ARTHIST,494,IND,02,3373,3,3,0.0,6/27/2021 5:17:44 PM
Research Independent Study,ARTHIST,494,IND,03,3374,3,3,0.0,6/27/2021 5:17:46 PM
Honors Thesis Workshop,ARTHIST,495S,SEM,01,3375,9,15,40.0,6/27/2021 5:17:48 PM
First-Year Seminar,ARTHIST,89S,SEM,01,4063,1,15,93.33333333333333,6/27/2021 6:11:00 PM
Introduction to World Art History from 1200 to the Present,ARTHIST,102D,Lecture,001,3340,0,18,100.0,6/27/2021 6:11:03 PM
Introduction to World Art History from 1200 to the Present,ARTHIST,102D,Discussion,01D,3341,0,18,100.0,6/27/2021 6:11:05 PM
Introduction to the History of Architecture,ARTHIST,103D,Lecture,001,3342,15,25,40.0,6/27/2021 6:11:08 PM
Introduction to the History of Architecture,ARTHIST,103D,Discussion,02D,3344,15,25,40.0,6/27/2021 6:11:10 PM
Seven Wonders: Monuments and Cultures of the Ancient Mediterranean,ARTHIST,139,Lecture,01,7712,10,24,58.333333333333336,6/27/2021 6:11:12 PM
Special Topics in Art History,ARTHIST,190S,SEM,01,3345,8,15,46.666666666666664,6/27/2021 6:11:15 PM
History and Theory of Curatorial Practice,ARTHIST,222S,SEM,01,3347,6,18,66.66666666666666,6/27/2021 6:11:17 PM
Gothic Cathedrals,ARTHIST,225,Lecture,001,3348,2,20,90.0,6/27/2021 6:11:20 PM
Gothic Cathedrals,ARTHIST,225,Laboratory,01L,3349,2,20,90.0,6/27/2021 6:11:22 PM
Science Fiction Film,ARTHIST,238,Lecture,01,5680,0,30,100.0,6/27/2021 6:11:24 PM
Art in Renaissance Italy,ARTHIST,255,Lecture,01,3350,2,18,88.88888888888889,6/27/2021 6:11:27 PM
Independent Study,ARTHIST,291,IND,01,3351,3,3,0.0,6/27/2021 6:11:29 PM
Independent Study,ARTHIST,291,IND,02,3352,3,3,0.0,6/27/2021 6:11:31 PM
Independent Study,ARTHIST,291,IND,03,3353,3,3,0.0,6/27/2021 6:11:34 PM
Museum Practicum I,ARTHIST,310,FLD,01,3354,2,10,80.0,6/27/2021 6:11:36 PM
Museum Practicum II,ARTHIST,311,FLD,01,3355,4,10,60.0,6/27/2021 6:11:38 PM
Pilgrimage and Tourism,ARTHIST,336,Lecture,01,3356,6,20,70.0,6/27/2021 6:11:41 PM
"Visualizing Cities: Representing Urban Landscapes, Cultures, and Environments",ARTHIST,382,Lecture,01,11149,9,25,64.0,6/27/2021 6:11:43 PM
Art of the United States,ARTHIST,384,Lecture,01,3357,13,25,48.0,6/27/2021 6:11:45 PM
Independent Study,ARTHIST,391,IND,01,3358,3,3,0.0,6/27/2021 6:11:48 PM
Independent Study,ARTHIST,391,IND,02,3359,3,3,0.0,6/27/2021 6:11:50 PM
Independent Study,ARTHIST,391,IND,03,3360,3,3,0.0,6/27/2021 6:11:53 PM
From the Art of the Pleasure Quarters to Tokyo Pop,ARTHIST,432S,SEM,01,3361,6,18,66.66666666666666,6/27/2021 6:11:55 PM
Special Topics,ARTHIST,490S,SEM,01,3362,7,18,61.111111111111114,6/27/2021 6:11:57 PM
Independent Study,ARTHIST,491,IND,01,3363,3,3,0.0,6/27/2021 6:12:00 PM
Independent Study,ARTHIST,491,IND,02,3364,2,3,33.33333333333333,6/27/2021 6:12:02 PM
Independent Study,ARTHIST,491,IND,03,3365,3,3,0.0,6/27/2021 6:12:05 PM
Independent Study,ARTHIST,492,IND,01,3366,3,3,0.0,6/27/2021 6:12:07 PM
Independent Study,ARTHIST,492,IND,02,3367,3,3,0.0,6/27/2021 6:12:09 PM
Independent Study,ARTHIST,492,IND,03,3368,3,3,0.0,6/27/2021 6:12:12 PM
Research Independent Study,ARTHIST,493,IND,01,3369,2,3,33.33333333333333,6/27/2021 6:12:14 PM
Research Independent Study,ARTHIST,493,IND,02,3370,2,3,33.33333333333333,6/27/2021 6:12:16 PM
Research Independent Study,ARTHIST,493,IND,03,3371,3,3,0.0,6/27/2021 6:12:19 PM
Research Independent Study,ARTHIST,494,IND,01,3372,3,3,0.0,6/27/2021 6:12:21 PM
Research Independent Study,ARTHIST,494,IND,02,3373,3,3,0.0,6/27/2021 6:12:23 PM
Research Independent Study,ARTHIST,494,IND,03,3374,3,3,0.0,6/27/2021 6:12:26 PM
Honors Thesis Workshop,ARTHIST,495S,SEM,01,3375,9,15,40.0,6/27/2021 6:12:28 PM
"Composing Oneself: Stress, Identity, and Wellness",ARTS&SCI,205S,SEM,01,5631,0,15,100.0,6/27/2021 5:15:56 PM
Contemporary Documentary Film: Filmmakers and the Full Frame Documentary Film Festival,ARTS&SCI,206,Lecture,01,3547,6,26,76.92307692307693,6/27/2021 5:15:59 PM
"Composing Oneself: Stress, Identity, and Wellness",ARTS&SCI,205S,SEM,01,5631,0,15,100.0,6/27/2021 6:10:39 PM
Contemporary Documentary Film: Filmmakers and the Full Frame Documentary Film Festival,ARTS&SCI,206,Lecture,01,3547,6,26,76.92307692307693,6/27/2021 6:10:42 PM
Fundamentals of Art and Design,ARTSVIS,107L,Laboratory,01L,3395,4,15,73.33333333333333,6/27/2021 5:18:06 PM
Introduction to Black and White Photography,ARTSVIS,115S,SEM,01,3123,1,12,91.66666666666666,6/27/2021 5:18:09 PM
Introduction to Digital Photography,ARTSVIS,119S,SEM,01,3396,0,12,100.0,6/27/2021 5:18:11 PM
Introduction to Digital Photography,ARTSVIS,119S,SEM,02,3397,0,12,100.0,6/27/2021 5:18:14 PM
Introduction to Digital Photography,ARTSVIS,119S,SEM,03,11563,0,12,100.0,6/27/2021 5:18:16 PM
Experimental Sculpture and Installation Art,ARTSVIS,135,Lecture,01,3398,0,14,100.0,6/27/2021 5:18:19 PM
Experimental Interface Design,ARTSVIS,198,Lecture,01,3534,7,20,65.0,6/27/2021 5:18:21 PM
Drawing,ARTSVIS,199,Lecture,02,11227,0,8,100.0,6/27/2021 5:18:24 PM
Drawing,ARTSVIS,199,Lecture,03,11925,1,8,87.5,6/27/2021 5:18:27 PM
Intermediate Drawing,ARTSVIS,205,Lecture,01,3400,0,12,100.0,6/27/2021 5:18:29 PM
"Comics and Zines: History, Theory, and Practice",ARTSVIS,207S,SEM,01,7729,0,8,100.0,6/27/2021 5:18:32 PM
The Silent Film: An Introduction,ARTSVIS,208S,SEM,01,3536,1,12,91.66666666666666,6/27/2021 5:18:34 PM
3D Modeling and Animation,ARTSVIS,209,Lecture,01,3401,4,15,73.33333333333333,6/27/2021 5:18:37 PM
Sculpture,ARTSVIS,210,Lecture,01,3402,0,8,100.0,6/27/2021 5:18:39 PM
Intermediate Sculpture,ARTSVIS,211,Lecture,01,3403,2,4,50.0,6/27/2021 5:18:42 PM
Intermediate Painting,ARTSVIS,220,Lecture,01,3404,0,6,100.0,6/27/2021 5:18:44 PM
Experimental Filmmaking,ARTSVIS,229S,SEM,01,3540,0,11,100.0,6/27/2021 5:18:46 PM
Small Town USA: Local Collaborations,ARTSVIS,232S,SEM,01,3133,1,15,93.33333333333333,6/27/2021 5:18:49 PM
Scene Design,ARTSVIS,234S,SEM,01,7859,7,11,36.36363636363637,6/27/2021 5:18:51 PM
Digital Printmaking: Exploring Photo Silkscreen and Photoshop,ARTSVIS,238,Lecture,01,3405,0,8,100.0,6/27/2021 5:18:54 PM
Interactive Graphics: Critical Code,ARTSVIS,242L,Lecture,001,7757,0,20,100.0,6/27/2021 5:18:56 PM
Interactive Graphics: Critical Code,ARTSVIS,242L,Laboratory,01L,7760,0,20,100.0,6/27/2021 5:18:58 PM
Cinematography,ARTSVIS,248S,SEM,01,3542,0,6,100.0,6/27/2021 5:19:01 PM
The Photobook: History and Practice,ARTSVIS,249S,SEM,01,3552,3,12,75.0,6/27/2021 5:19:03 PM
"Special Topics in the Art of Poster Design and Printing, Practice and Theory",ARTSVIS,290S,SEM,01,11562,0,8,100.0,6/27/2021 5:19:06 PM
Individual Project in the Visual Arts,ARTSVIS,291,IND,01,3406,3,3,0.0,6/27/2021 5:19:08 PM
Individual Project in the Visual Arts,ARTSVIS,291,IND,02,3407,3,3,0.0,6/27/2021 5:19:10 PM
Individual Project in the Visual Arts,ARTSVIS,291,IND,03,3408,3,3,0.0,6/27/2021 5:19:13 PM
Arts Entrepreneurship,ARTSVIS,295S,SEM,01,4293,3,18,83.33333333333334,6/27/2021 5:19:15 PM
Writing the Short Film,ARTSVIS,303S,SEM,01,3551,1,15,93.33333333333333,6/27/2021 5:19:17 PM
Photo Workshop,ARTSVIS,318S,SEM,01,3141,6,15,60.0,6/27/2021 5:19:20 PM
Film Animation Production,ARTSVIS,326S,SEM,01,3548,1,10,90.0,6/27/2021 5:19:22 PM
Producing Docu-Fiction,ARTSVIS,340S,SEM,01,3409,2,6,66.66666666666666,6/27/2021 5:19:24 PM
16mm Film Production,ARTSVIS,356S,SEM,01,3557,0,4,100.0,6/27/2021 5:19:27 PM
Recycled Cinema,ARTSVIS,375S,SEM,01,11174,0,4,100.0,6/27/2021 5:19:29 PM
Special Topics in Visual Arts,ARTSVIS,390S,SEM,01,3410,0,9,100.0,6/27/2021 5:19:31 PM
Independent Project in the Visual Arts,ARTSVIS,391,IND,01,3411,3,3,0.0,6/27/2021 5:19:34 PM
Independent Project in the Visual Arts,ARTSVIS,391,IND,02,3412,3,3,0.0,6/27/2021 5:19:36 PM
Independent Project in the Visual Arts,ARTSVIS,391,IND,03,3413,3,3,0.0,6/27/2021 5:19:38 PM
Narrative Projects,ARTSVIS,450S,SEM,01,3562,0,6,100.0,6/27/2021 5:19:41 PM
Independent Study,ARTSVIS,491,IND,01,3414,2,3,33.33333333333333,6/27/2021 5:19:43 PM
Independent Study,ARTSVIS,491,IND,02,3415,2,3,33.33333333333333,6/27/2021 5:19:45 PM
Independent Study,ARTSVIS,491,IND,03,3416,3,3,0.0,6/27/2021 5:19:48 PM
Independent Study,ARTSVIS,492,IND,01,3417,3,3,0.0,6/27/2021 5:19:50 PM
Independent Study,ARTSVIS,492,IND,02,3418,3,3,0.0,6/27/2021 5:19:52 PM
Independent Study,ARTSVIS,492,IND,03,3419,3,3,0.0,6/27/2021 5:19:55 PM
Honors Thesis Workshop,ARTSVIS,495S,SEM,01,3504,9,15,40.0,6/27/2021 5:19:57 PM
Senior Capstone in Visual Practice,ARTSVIS,498S,SEM,01,3420,1,10,90.0,6/27/2021 5:19:59 PM
Fundamentals of Art and Design,ARTSVIS,107L,Laboratory,01L,3395,4,15,73.33333333333333,6/27/2021 6:12:46 PM
Introduction to Black and White Photography,ARTSVIS,115S,SEM,01,3123,1,12,91.66666666666666,6/27/2021 6:12:49 PM
Introduction to Digital Photography,ARTSVIS,119S,SEM,01,3396,0,12,100.0,6/27/2021 6:12:51 PM
Introduction to Digital Photography,ARTSVIS,119S,SEM,02,3397,0,12,100.0,6/27/2021 6:12:53 PM
Introduction to Digital Photography,ARTSVIS,119S,SEM,03,11563,0,12,100.0,6/27/2021 6:12:56 PM
Experimental Sculpture and Installation Art,ARTSVIS,135,Lecture,01,3398,0,14,100.0,6/27/2021 6:12:58 PM
Experimental Interface Design,ARTSVIS,198,Lecture,01,3534,7,20,65.0,6/27/2021 6:13:01 PM
Drawing,ARTSVIS,199,Lecture,02,11227,0,8,100.0,6/27/2021 6:13:03 PM
Drawing,ARTSVIS,199,Lecture,03,11925,1,8,87.5,6/27/2021 6:13:05 PM
Intermediate Drawing,ARTSVIS,205,Lecture,01,3400,0,12,100.0,6/27/2021 6:13:08 PM
"Comics and Zines: History, Theory, and Practice",ARTSVIS,207S,SEM,01,7729,0,8,100.0,6/27/2021 6:13:10 PM
The Silent Film: An Introduction,ARTSVIS,208S,SEM,01,3536,1,12,91.66666666666666,6/27/2021 6:13:13 PM
3D Modeling and Animation,ARTSVIS,209,Lecture,01,3401,4,15,73.33333333333333,6/27/2021 6:13:15 PM
Sculpture,ARTSVIS,210,Lecture,01,3402,0,8,100.0,6/27/2021 6:13:17 PM
Intermediate Sculpture,ARTSVIS,211,Lecture,01,3403,2,4,50.0,6/27/2021 6:13:20 PM
Intermediate Painting,ARTSVIS,220,Lecture,01,3404,0,6,100.0,6/27/2021 6:13:22 PM
Experimental Filmmaking,ARTSVIS,229S,SEM,01,3540,0,11,100.0,6/27/2021 6:13:25 PM
Small Town USA: Local Collaborations,ARTSVIS,232S,SEM,01,3133,1,15,93.33333333333333,6/27/2021 6:13:27 PM
Scene Design,ARTSVIS,234S,SEM,01,7859,7,11,36.36363636363637,6/27/2021 6:13:29 PM
Digital Printmaking: Exploring Photo Silkscreen and Photoshop,ARTSVIS,238,Lecture,01,3405,0,8,100.0,6/27/2021 6:13:32 PM
Interactive Graphics: Critical Code,ARTSVIS,242L,Lecture,001,7757,0,20,100.0,6/27/2021 6:13:34 PM
Interactive Graphics: Critical Code,ARTSVIS,242L,Laboratory,01L,7760,0,20,100.0,6/27/2021 6:13:36 PM
Cinematography,ARTSVIS,248S,SEM,01,3542,0,6,100.0,6/27/2021 6:13:39 PM
The Photobook: History and Practice,ARTSVIS,249S,SEM,01,3552,3,12,75.0,6/27/2021 6:13:41 PM
"Special Topics in the Art of Poster Design and Printing, Practice and Theory",ARTSVIS,290S,SEM,01,11562,0,8,100.0,6/27/2021 6:13:44 PM
Individual Project in the Visual Arts,ARTSVIS,291,IND,01,3406,3,3,0.0,6/27/2021 6:13:46 PM
Individual Project in the Visual Arts,ARTSVIS,291,IND,02,3407,3,3,0.0,6/27/2021 6:13:48 PM
Individual Project in the Visual Arts,ARTSVIS,291,IND,03,3408,3,3,0.0,6/27/2021 6:13:51 PM
Arts Entrepreneurship,ARTSVIS,295S,SEM,01,4293,3,18,83.33333333333334,6/27/2021 6:13:53 PM
Writing the Short Film,ARTSVIS,303S,SEM,01,3551,1,15,93.33333333333333,6/27/2021 6:13:55 PM
Photo Workshop,ARTSVIS,318S,SEM,01,3141,6,15,60.0,6/27/2021 6:13:58 PM
Film Animation Production,ARTSVIS,326S,SEM,01,3548,1,10,90.0,6/27/2021 6:14:00 PM
Producing Docu-Fiction,ARTSVIS,340S,SEM,01,3409,2,6,66.66666666666666,6/27/2021 6:14:02 PM
16mm Film Production,ARTSVIS,356S,SEM,01,3557,0,4,100.0,6/27/2021 6:14:05 PM
Recycled Cinema,ARTSVIS,375S,SEM,01,11174,0,4,100.0,6/27/2021 6:14:07 PM
Special Topics in Visual Arts,ARTSVIS,390S,SEM,01,3410,0,9,100.0,6/27/2021 6:14:10 PM
Independent Project in the Visual Arts,ARTSVIS,391,IND,01,3411,3,3,0.0,6/27/2021 6:14:12 PM
Independent Project in the Visual Arts,ARTSVIS,391,IND,02,3412,3,3,0.0,6/27/2021 6:14:14 PM
Independent Project in the Visual Arts,ARTSVIS,391,IND,03,3413,3,3,0.0,6/27/2021 6:14:17 PM
Narrative Projects,ARTSVIS,450S,SEM,01,3562,0,6,100.0,6/27/2021 6:14:19 PM
Independent Study,ARTSVIS,491,IND,01,3414,2,3,33.33333333333333,6/27/2021 6:14:21 PM
Independent Study,ARTSVIS,491,IND,02,3415,2,3,33.33333333333333,6/27/2021 6:14:24 PM
Independent Study,ARTSVIS,491,IND,03,3416,3,3,0.0,6/27/2021 6:14:26 PM
Independent Study,ARTSVIS,492,IND,01,3417,3,3,0.0,6/27/2021 6:14:28 PM
Independent Study,ARTSVIS,492,IND,02,3418,3,3,0.0,6/27/2021 6:14:31 PM
Independent Study,ARTSVIS,492,IND,03,3419,3,3,0.0,6/27/2021 6:14:33 PM
Honors Thesis Workshop,ARTSVIS,495S,SEM,01,3504,9,15,40.0,6/27/2021 6:14:35 PM
Senior Capstone in Visual Practice,ARTSVIS,498S,SEM,01,3420,1,10,90.0,6/27/2021 6:14:38 PM
Introductory Biochemistry I: Intermediary Metabolism,BIOCHEM,301,Lecture,01,10556,41,250,83.6,6/27/2021 5:20:15 PM
Introductory Biochemistry I: Intermediary Metabolism,BIOCHEM,301,Lecture,02,11297,20,30,33.33333333333333,6/27/2021 5:20:17 PM
Introductory Biochemistry II,BIOCHEM,302,Lecture,001,10557,57,75,24.0,6/27/2021 5:20:20 PM
Introductory Biochemistry II,BIOCHEM,302,Lecture,002,11381,5,5,0.0,6/27/2021 5:20:22 PM
Introductory Biochemistry II,BIOCHEM,302,REC,01R,10558,57,75,24.0,6/27/2021 5:20:24 PM
Introductory Biochemistry II,BIOCHEM,302,REC,02R,11382,5,5,0.0,6/27/2021 5:20:27 PM
Research Independent Study,BIOCHEM,393,IND,01,10559,6,6,0.0,6/27/2021 5:20:29 PM
Research Independent Study,BIOCHEM,393,IND,02,10560,3,3,0.0,6/27/2021 5:20:32 PM
Research Independent Study,BIOCHEM,393,IND,03,10561,3,3,0.0,6/27/2021 5:20:34 PM
Research Independent Study,BIOCHEM,393,IND,04,10562,3,3,0.0,6/27/2021 5:20:36 PM
Research Independent Study,BIOCHEM,393,IND,05,10563,3,3,0.0,6/27/2021 5:20:39 PM
Research Independent Study,BIOCHEM,393,IND,06,10564,2,3,33.33333333333333,6/27/2021 5:20:41 PM
Research Independent Study,BIOCHEM,393,IND,07,10565,3,3,0.0,6/27/2021 5:20:44 PM
Research Independent Study,BIOCHEM,393,IND,08,10566,3,3,0.0,6/27/2021 5:20:48 PM
Research Independent Study,BIOCHEM,393,IND,09,10567,3,3,0.0,6/27/2021 5:20:51 PM
Research Independent Study,BIOCHEM,393,IND,10,10568,3,3,0.0,6/27/2021 5:20:54 PM
Research Independent Study,BIOCHEM,393,IND,11,10569,2,3,33.33333333333333,6/27/2021 5:20:56 PM
Research Independent Study,BIOCHEM,393,IND,12,10570,3,3,0.0,6/27/2021 5:20:59 PM
Research Independent Study,BIOCHEM,393,IND,13,10571,3,3,0.0,6/27/2021 5:21:02 PM
Research Independent Study,BIOCHEM,393,IND,14,10572,2,3,33.33333333333333,6/27/2021 5:21:04 PM
Research Independent Study,BIOCHEM,393,IND,15,10573,3,3,0.0,6/27/2021 5:21:07 PM
Research Independent Study,BIOCHEM,393,IND,16,10574,3,3,0.0,6/27/2021 5:21:09 PM
Research Independent Study,BIOCHEM,393,IND,17,10575,3,3,0.0,6/27/2021 5:21:11 PM
Research Independent Study,BIOCHEM,393,IND,18,10576,3,3,0.0,6/27/2021 5:21:14 PM
Research Independent Study,BIOCHEM,393,IND,19,10577,3,3,0.0,6/27/2021 5:21:16 PM
Research Independent Study,BIOCHEM,393,IND,20,10578,3,3,0.0,6/27/2021 5:21:19 PM
Research Independent Study,BIOCHEM,393,IND,21,10579,3,3,0.0,6/27/2021 5:21:21 PM
Research Independent Study,BIOCHEM,393,IND,22,10580,3,3,0.0,6/27/2021 5:21:23 PM
Research Independent Study,BIOCHEM,393,IND,23,10581,3,3,0.0,6/27/2021 5:21:26 PM
Research Independent Study,BIOCHEM,393,IND,24,10582,3,3,0.0,6/27/2021 5:21:28 PM
Introductory Biochemistry I: Intermediary Metabolism,BIOCHEM,301,Lecture,01,10556,41,250,83.6,6/27/2021 6:14:53 PM
Introductory Biochemistry I: Intermediary Metabolism,BIOCHEM,301,Lecture,02,11297,20,30,33.33333333333333,6/27/2021 6:14:56 PM
Introductory Biochemistry II,BIOCHEM,302,Lecture,001,10557,57,75,24.0,6/27/2021 6:14:58 PM
Introductory Biochemistry II,BIOCHEM,302,Lecture,002,11381,5,5,0.0,6/27/2021 6:15:00 PM
Introductory Biochemistry II,BIOCHEM,302,REC,01R,10558,57,75,24.0,6/27/2021 6:15:03 PM
Introductory Biochemistry II,BIOCHEM,302,REC,02R,11382,5,5,0.0,6/27/2021 6:15:05 PM
Research Independent Study,BIOCHEM,393,IND,01,10559,6,6,0.0,6/27/2021 6:15:08 PM
Research Independent Study,BIOCHEM,393,IND,02,10560,3,3,0.0,6/27/2021 6:15:10 PM
Research Independent Study,BIOCHEM,393,IND,03,10561,3,3,0.0,6/27/2021 6:15:13 PM
Research Independent Study,BIOCHEM,393,IND,04,10562,3,3,0.0,6/27/2021 6:15:15 PM
Research Independent Study,BIOCHEM,393,IND,05,10563,3,3,0.0,6/27/2021 6:15:17 PM
Research Independent Study,BIOCHEM,393,IND,06,10564,2,3,33.33333333333333,6/27/2021 6:15:20 PM
Research Independent Study,BIOCHEM,393,IND,07,10565,3,3,0.0,6/27/2021 6:15:22 PM
Research Independent Study,BIOCHEM,393,IND,08,10566,3,3,0.0,6/27/2021 6:15:25 PM
Research Independent Study,BIOCHEM,393,IND,09,10567,3,3,0.0,6/27/2021 6:15:27 PM
Research Independent Study,BIOCHEM,393,IND,10,10568,3,3,0.0,6/27/2021 6:15:29 PM
Research Independent Study,BIOCHEM,393,IND,11,10569,2,3,33.33333333333333,6/27/2021 6:15:32 PM
Research Independent Study,BIOCHEM,393,IND,12,10570,3,3,0.0,6/27/2021 6:15:34 PM
Research Independent Study,BIOCHEM,393,IND,13,10571,3,3,0.0,6/27/2021 6:15:37 PM
Research Independent Study,BIOCHEM,393,IND,14,10572,2,3,33.33333333333333,6/27/2021 6:15:39 PM
Research Independent Study,BIOCHEM,393,IND,15,10573,3,3,0.0,6/27/2021 6:15:42 PM
Research Independent Study,BIOCHEM,393,IND,16,10574,3,3,0.0,6/27/2021 6:15:44 PM
Research Independent Study,BIOCHEM,393,IND,17,10575,3,3,0.0,6/27/2021 6:15:47 PM
Research Independent Study,BIOCHEM,393,IND,18,10576,3,3,0.0,6/27/2021 6:15:49 PM
Research Independent Study,BIOCHEM,393,IND,19,10577,3,3,0.0,6/27/2021 6:15:52 PM
Research Independent Study,BIOCHEM,393,IND,20,10578,3,3,0.0,6/27/2021 6:15:54 PM
Research Independent Study,BIOCHEM,393,IND,21,10579,3,3,0.0,6/27/2021 6:15:57 PM
Research Independent Study,BIOCHEM,393,IND,22,10580,3,3,0.0,6/27/2021 6:15:59 PM
Research Independent Study,BIOCHEM,393,IND,23,10581,3,3,0.0,6/27/2021 6:16:01 PM
Research Independent Study,BIOCHEM,393,IND,24,10582,3,3,0.0,6/27/2021 6:16:04 PM
First-Year Seminar,BIOLOGY,89S,SEM,01,9176,0,10,100.0,6/27/2021 5:16:35 PM
First-Year Seminar,BIOLOGY,89S,SEM,02,9177,0,15,100.0,6/27/2021 5:16:38 PM
AIDS and Other Emerging Diseases,BIOLOGY,154,Lecture,01,9216,7,160,95.625,6/27/2021 5:16:40 PM
AIDS and Other Emerging Diseases,BIOLOGY,154,Lecture,02,9217,0,40,100.0,6/27/2021 5:16:43 PM
Environmental Justice and Equity,BIOLOGY,156S,SEM,01,9297,1,12,91.66666666666666,6/27/2021 5:16:45 PM
The Dynamic Oceans,BIOLOGY,157,Lecture,01,8780,57,200,71.5,6/27/2021 5:16:47 PM
Gateway to Biology: Molecular Biology,BIOLOGY,201,Lecture,01,9291,69,100,31.0,6/27/2021 5:16:50 PM
Gateway to Biology: Molecular Biology,BIOLOGY,201L,Lecture,001,9236,3,235,98.72340425531915,6/27/2021 5:16:52 PM
Gateway to Biology: Molecular Biology,BIOLOGY,201L,Laboratory,01L,9237,0,11,100.0,6/27/2021 5:16:54 PM
Gateway to Biology: Molecular Biology,BIOLOGY,201L,Laboratory,02L,9238,1,11,90.9090909090909,6/27/2021 5:16:57 PM
Gateway to Biology: Molecular Biology,BIOLOGY,201L,Laboratory,03L,9239,0,11,100.0,6/27/2021 5:16:59 PM
Gateway to Biology: Molecular Biology,BIOLOGY,201L,Laboratory,04L,9240,0,11,100.0,6/27/2021 5:17:02 PM
Gateway to Biology: Molecular Biology,BIOLOGY,201L,Laboratory,05L,9241,0,11,100.0,6/27/2021 5:17:04 PM
